iso2,year,m_04,m_514,m_014,m_1524,m_2534,m_3544,m_4554,m_5564,m_65,f_04,f_514,f_014,f_1524,f_2534,f_3544,f_4554,f_5564,f_65
CN,2014,49657196,95852168,145509376,110660000,111750192,109916392,107336088,74859152,60519968,41574468,78693008,120267488,95276144,104179696,105080496,103247120,73337656,65985868
CN,2015,49842040,95653776,145495808,107802248,114867440,106406056,110935784,76200408,63022480,41891196,78547976,120439176,92089376,106515064,101760992,106878496,74706376,68878528
CN,2016,49855532,95726344,145581872,105340504,117219672,103234952,113917160,77498432,65945420,42070712,78717872,120788584,89338720,108018840,98750288,109884096,76000728,72274160
CN,2017,49704192,96028912,145733104,103234448,118885632,100418512,116307576,78749136,69237056,42113248,79158464,121271704,86991256,108780624,96055480,112294440,77219160,76112216
CN,2018,49389512,96479232,145868752,101454920,119777296,98289136,117906792,80178968,72697392,42011820,79782896,121794720,85012696,108758976,93976408,113920176,78607312,80164080
CN,2019,48924196,96969856,145894048,99911984,119857392,97228592,118497160,82077800,76050616,41766824,80477376,122244192,83307712,107974264,92855104,114558872,80480520,84114272
CN,2020,48323668,97411792,145735472,98541672,119128944,97466040,117962272,84624832,79106352,41384180,81147984,122532176,81808424,106472096,92893224,114103160,83035800,87744720
CN,2021,47584136,97779968,145364112,97350168,117501920,99168152,116228048,87900248,81787048,40856968,81765888,122622864,80516832,104184192,94250192,112478320,86361528,90964904
CN,2022,46716688,98057776,144774464,96385504,115024448,102162032,113435936,91763896,84172408,40197036,82314168,122511208,79480416,101154528,96763352,109815792,90311656,93864624
CN,2023,45772520,98177224,143949728,95666000,112024224,105901568,109968664,95894760,86423176,39454584,82727056,122181640,78721904,97694440,99900272,106485944,94551208,96628088
CN,2024,44818840,98063040,142881872,95213752,108952752,109618488,106354624,99842792,88778456,38696804,82933216,121630024,78270280,94225816,102914960,103000400,98608960,99529528
CN,2025,43908280,97664784,141573040,95033288,106150352,112728856,103018480,103256928,91415280,37976028,82883816,120859832,78134608,91066736,105245760,99768088,102118200,102770712
CN,2026,43060964,96956376,140017344,95121688,103743264,115088664,100015608,106091176,94351832,37311360,82552192,119863552,78312640,88342440,106750224,96842576,105027296,106376248
CN,2027,42278776,95955512,138234288,95438448,101691000,116774344,97360032,108369896,97538536,36702936,81950584,118653520,78760424,86020056,107517552,94230408,107364528,110285952
CN,2028,41573060,94714464,136287520,95901472,99962712,117697536,95373600,109906704,101000192,36160388,81121928,117282312,79391144,84064856,107507096,92225440,108948400,114511616
CN,2029,40949980,93312696,134262672,96403464,98466488,117818888,94425944,110498808,104751720,35688020,80133552,115821568,80091032,82381200,106739768,91162624,109584512,119048288
CN,2030,40413484,91817856,132231344,96855664,97136952,117139488,94738288,110038416,108785120,35288596,79043504,114332104,80766256,80900920,105261264,91239112,109170144,123872832
CN,2031,39969872,90246136,130216000,97233000,95979520,115570360,96472784,108456176,113103992,34967976,77863816,112831800,81387952,79625808,103004120,92611624,107633280,128983176
CN,2032,39621320,88610464,128231784,97518984,95042456,113159464,99460568,105886024,117654512,34729000,76606424,111335416,81939288,78603296,100011720,95119904,105101272,134327632
CN,2033,39360252,86973504,126333752,97646072,94345056,110229648,103167400,102690656,122293424,34565544,75331344,109896880,82354888,77856328,96592392,98238664,101932936,139764656
CN,2034,39174148,85408824,124582960,97539576,93910936,107225832,106842152,99370248,126831904,34467224,74110384,108577592,82563960,77414208,93163784,101232128,98623544,145109728
CN,2035,39050580,83973160,123023736,97149520,93745912,104483504,109914456,96326048,131115200,34423584,72998832,107422424,82518016,77286344,90040936,103546616,95568400,150209744
CN,2036,38986208,82692952,121679176,96450008,93847352,102126968,112242720,93610536,135121904,34431928,72021744,106453672,82190576,77470544,87347864,105041152,92819664,155041408
CN,2037,38973716,81572224,120545944,95458632,94174744,100116608,113902776,91234760,138833456,34485816,71182008,105667824,81593776,77922992,85052232,105804176,90381864,159579376
CN,2038,38990960,80614688,119605648,94227536,94646648,98423128,114812728,89497152,142107376,34565764,70483104,105048856,80770360,78557288,83119984,105798248,88534312,163672320
CN,2039,39010560,79813928,118824496,92835880,95156480,96957440,114940200,88739448,144777728,34647568,69918888,104566456,79787352,79260208,81456768,105047440,87594456,167143056
CN,2040,39010556,79161432,118171984,91351152,95616080,95656280,114290680,89164672,146744736,34711784,69481664,104193456,78702592,79938376,79995424,103599272,87747984,169882560
CN,2041,38978064,78649320,117627384,89815984,95970528,94511416,112903464,90775344,148005184,34746988,69164816,103911800,77553336,80534104,78725672,101511776,88991048,171881712
CN,2042,38907980,78269400,117177384,88252904,96192856,93559264,110853168,93395248,148641728,34748596,68961904,103710488,76360320,81019864,77683664,98857960,91150624,173220176
CN,2043,38800000,78010880,116810872,86675056,96271912,92857008,108252904,96720416,148797808,34716240,68864448,103580672,75137088,81385168,76927456,95736624,93932168,174040032
CN,2044,38655196,77857824,116513024,85098608,96198456,92455112,105258104,100377320,148648912,34650708,68859280,103509976,73900704,81621616,76509064,92284464,96973912,174515808
CN,2045,38472796,77786736,116259544,83554368,95952032,92371624,102069928,103977520,148375696,34551112,68926240,103477352,72681760,81708888,76448208,88687528,99897904,174826240
CN,2046,38249136,77765752,116014872,82091624,95496712,92583640,98936488,107135768,148155088,34413932,69037312,103451232,71527768,81610104,76723576,85185112,102326992,175144960
CN,2047,37977008,77754144,115731152,80780488,94778440,93022144,96153536,109480976,148154848,34232444,69156168,103388608,70505128,81268960,77267584,82071928,103895032,175634848
CN,2048,37645448,77702192,115347648,79712624,93724128,93570264,94064672,110659920,148531760,33996536,69237984,103234512,69699792,80608848,77964600,79698976,104250272,176446144
CN,2049,37239952,77551320,114791272,79000560,92242600,94065056,93061136,110333424,149433520,33692892,69229656,102922544,69216616,79533776,78652744,78472704,103051968,177718320
CN,2050,36742468,77234112,113976576,78777600,90224544,94297408,93581816,108176544,150998592,33304992,69069744,102374736,69179360,77928336,79123832,78855040,99970336,179580080
CO,1950,1092393,1498986,2591379,1115303,827643,611244,414000,241114,172343,1059515,1467724,2527239,1104054,829617,619921,430386,280265,235092
CO,1951,1143813,1548579,2692392,1140687,844058,618642,427404,248252,174147,1111187,1515046,2626233,1129765,847786,628084,442490,288817,236376
CO,1952,1190876,1606207,2797083,1163335,859987,628483,440297,256144,176629,1158126,1570776,2728902,1152324,866017,638763,454628,297235,238902
CO,1953,1234065,1671609,2905674,1184872,875097,640028,453039,264750,179836,1200789,1634510,2835299,1173439,883893,651268,467176,305685,242511
CO,1954,1274001,1744226,3018227,1206760,889220,652677,465864,274021,183792,1239795,1705562,2945357,1194641,901152,665044,480350,314299,247075
CO,1955,1311437,1823203,3134640,1230296,902355,665957,478893,283898,188495,1275920,1782973,3058893,1217289,917695,679665,494214,323180,252481
CO,1956,1347280,1907363,3254643,1256613,914672,679535,492118,294306,193927,1310118,1865480,3175598,1242563,933586,694838,508664,332397,258654
CO,1957,1382571,1995229,3377800,1286679,926508,693208,505414,305161,200041,1343504,1951544,3295048,1271469,949051,710400,523441,341991,265541
CO,1958,1418434,2085099,3503533,1321297,938344,706896,518554,316369,206780,1377293,2039412,3416705,1304840,964454,726305,538157,351970,273115
CO,1959,1455991,2175148,3631139,1361107,950764,720607,531250,327828,214067,1412714,2127233,3539947,1343333,980262,742590,552344,362323,281364
CO,1960,1496100,2263772,3759872,1406576,964346,734373,543248,339444,221833,1450724,2213385,3664109,1387428,996954,759305,565602,373023,290280
CO,1961,1539085,2349944,3889029,1458003,979536,748175,554442,351142,230035,1491713,2296827,3788540,1437435,1014904,776428,577745,384054,299839
CO,1962,1584488,2433532,4018020,1515509,996543,761871,564965,362876,238665,1535242,2377412,3912654,1493486,1034296,793789,588942,395414,309989
CO,1963,1630972,2515430,4146402,1579043,1015298,775167,575232,374634,247773,1579932,2456018,4035950,1555545,1055082,811041,599770,407126,320634
CO,1964,1676608,2597177,4273785,1648381,1035575,787704,585825,386423,257430,1623780,2534175,4157955,1623396,1077090,827752,611054,419221,331670
CO,1965,1719741,2679838,4399579,1723133,1057379,799290,597152,398237,267673,1665091,2612953,4278044,1696653,1100363,843656,623389,431689,343016
CO,1966,1761013,2762932,4523945,1803433,1080686,809865,609351,410113,278525,1704435,2691865,4396300,1775472,1124892,858672,636944,444624,354618
CO,1967,1800262,2845680,4645942,1888724,1106115,819707,622262,422000,289930,1741707,2770192,4511899,1859274,1151275,873032,651526,457945,366502
CO,1968,1834169,2928442,4762611,1977051,1135073,829412,635640,433693,301767,1773824,2848456,4622280,1945993,1180903,887191,666913,471265,378771
CO,1969,1858468,3011702,4870170,2065870,1169379,839789,649103,444926,313884,1796837,2927349,4724186,2032935,1215564,901787,682739,484064,391575
CO,1970,1870673,3095426,4966099,2153294,1210341,851494,662356,455543,326163,1808451,3006999,4815450,2118112,1256561,917347,698715,496012,405029
CO,1971,1868530,3180512,5049042,2238366,1258220,864977,675443,465411,338537,1806569,3088351,4894920,2200552,1304156,934288,714897,506922,419169
CO,1972,1854342,3265840,5120182,2321302,1312663,880374,688432,474668,351031,1793333,3170275,4963608,2280524,1358047,952757,731336,517004,433949
CO,1973,1835759,3346948,5182707,2402848,1373542,897675,701085,483749,363751,1775887,3248355,5024242,2358831,1418206,972728,747732,526809,449293
CO,1974,1823352,3417898,5241250,2484323,1440507,916736,713113,493261,376856,1764103,3316686,5080789,2436875,1484416,994053,763703,537116,465083
CO,1975,1824526,3474734,5299261,2566626,1513063,937597,724368,503627,390445,1764903,3371319,5136222,2515637,1556288,1016794,779024,548490,481240
CO,1976,1842368,3515902,5358270,2649226,1591330,960263,734813,515000,404595,1781160,3410710,5191870,2594612,1633987,1040944,793625,561087,497763
CO,1977,1874175,3543492,5417667,2731388,1674738,985282,744696,527217,419243,1810369,3436911,5247281,2673117,1716953,1067106,807740,574744,514694
CO,1978,1914448,3561777,5476225,2813513,1761212,1013870,754532,540006,434190,1847471,3454085,5301556,2751697,1803144,1096674,821837,589313,532031
CO,1979,1954864,3576956,5531820,2896156,1848057,1047589,765017,552946,449163,1884788,3468284,5353072,2831083,1889888,1131437,836568,604530,549788
CO,1980,1989361,3593852,5583213,2979329,1933282,1087558,776722,565716,463985,1916722,3484202,5400925,2911432,1975207,1172693,852466,620173,567987
CO,1981,2016399,3613299,5629698,3063895,2015802,1133952,790046,578333,478528,1941879,3502664,5444543,2993666,2058129,1220703,869940,636311,586571
CO,1982,2037877,3634869,5672746,3148689,2095830,1186438,805126,590871,492904,1962005,3523209,5485214,3076639,2138898,1275147,889115,652960,605572
CO,1983,2055278,3660567,5715845,3229282,2174252,1244934,821978,603138,507474,1978399,3547664,5526063,3155961,2218268,1335957,909916,669767,625222
CO,1984,2071237,3692452,5763689,3299782,2252603,1309178,840505,614910,522737,1993400,3577870,5571270,3225766,2297578,1402862,932134,686280,645813
CO,1985,2087712,3731726,5819438,3356243,2331902,1378735,860770,626079,539032,2008749,3614886,5623636,3282118,2377752,1475428,955772,702213,667536
CO,1986,2104579,3779871,5884450,3397259,2411874,1453787,882798,636624,556532,2024295,3660105,5684400,3323522,2458312,1553822,980817,717487,690532
CO,1987,2121063,3836102,5957165,3424864,2491659,1533727,907081,646746,575073,2039350,3712810,5752160,3351983,2538561,1637476,1007844,732315,714672
CO,1988,2137727,3896454,6034181,3442888,2570959,1616344,934689,656847,594232,2054518,3769258,5823776,3371472,2618905,1724289,1038150,747068,739565
CO,1989,2155223,3955330,6110553,3456931,2649373,1698752,966991,667470,613414,2070516,3824175,5894691,3387778,2699896,1811515,1073408,762275,764646
CO,1990,2173868,4008692,6182560,3471462,2726343,1778859,1004973,679073,632195,2087720,3873762,5961482,3405427,2781583,1897138,1114836,778382,789533
CO,1991,2194229,4054874,6249103,3487051,2802438,1855600,1048799,691998,650457,2106681,3916444,6023125,3425133,2864796,1980154,1162658,795739,814104
CO,1992,2215854,4094979,6310833,3503598,2877033,1929358,1098208,706404,668382,2126942,3953275,6080217,3446530,2948487,2060849,1216582,814487,838532
CO,1993,2236794,4131101,6367895,3524054,2946989,2001269,1153178,722362,686218,2146637,3986270,6132907,3471722,3028591,2140086,1276603,834638,863079
CO,1994,2254384,4166583,6420967,3551784,3008194,2073204,1213544,739871,704347,2163202,4018637,6181839,3502945,3099688,2219354,1342547,856122,888144
CO,1995,2266796,4203736,6470532,3588914,3058013,2146475,1278973,759052,723065,2174875,4052597,6227472,3541535,3158158,2299692,1414060,879029,914041
CO,1996,2273334,4243033,6516367,3637252,3095309,2220788,1349614,779935,742523,2181000,4088610,6269610,3588965,3202571,2380640,1491318,903377,940944
CO,1997,2274818,4283229,6558048,3695684,3121832,2295376,1424932,802960,762712,2182356,4125504,6307860,3644399,3234804,2461479,1573757,929688,968856
CO,1998,2272823,4322866,6595689,3759704,3141472,2370484,1503056,829148,783600,2180405,4161931,6342336,3703923,3258700,2542650,1659350,959175,997729
CO,1999,2269681,4359825,6629506,3822877,3159748,2446385,1581538,859797,805090,2177317,4195917,6373234,3761999,3279843,2624735,1745441,993391,1027444
CO,2000,2267166,4392523,6659689,3880518,3180922,2522947,1658582,895837,827173,2174751,4225988,6400739,3814621,3302566,2707789,1830074,1033465,1057983
CO,2001,2265548,4420807,6686355,3930844,3205808,2600998,1733289,937449,850046,2172936,4252014,6424950,3860183,3327594,2792671,1912285,1079615,1089559
CO,2002,2264516,4445074,6709590,3975060,3234004,2679636,1805914,984366,873955,2171593,4274367,6445960,3899759,3354496,2878292,1992345,1131577,1122470
CO,2003,2264554,4465012,6729566,4015075,3267020,2754938,1877245,1036459,899024,2171238,4292707,6463945,3935266,3385020,2960432,2071052,1189339,1156906
CO,2004,2266102,4480367,6746469,4054061,3306306,2821683,1948631,1093427,925373,2172370,4306741,6479112,3969811,3420953,3033467,2149799,1252729,1193084
CO,2005,2269361,4491153,6760514,4094211,3352612,2876410,2021010,1154863,953220,2175232,4316436,6491668,4005547,3463315,3093621,2229557,1321407,1231290
CO,2006,2274836,4496959,6771795,4135878,3407151,2917705,2093997,1220861,982626,2180334,4321390,6501724,4042883,3513424,3139404,2309858,1395535,1271644
CO,2007,2282252,4498284,6780536,4177815,3469158,2947466,2166941,1290973,1013984,2187384,4322083,6509467,4080668,3570536,3172724,2390009,1474590,1314578
CO,2008,2290035,4497178,6787213,4218733,3534871,2969699,2240164,1363551,1048232,2194824,4320474,6515299,4117664,3630981,3197475,2470445,1556666,1361101
CO,2009,2296014,4496401,6792416,4256769,3599057,2990188,2314090,1436457,1086559,2200496,4319198,6519694,4152052,3689604,3219338,2551746,1639274,1412467
CO,2010,2298669,4497912,6796581,4290536,3657925,3013389,2388710,1508124,1129849,2202892,4320131,6523024,4182480,3742685,3242716,2633977,1720579,1469622
CO,2011,2297348,4502493,6799841,4319918,3709859,3040106,2464827,1577740,1178426,2201366,4324012,6525379,4208851,3788686,3268349,2717980,1799672,1532924
